session_id_a,platform_a,session_id_b,platform_b,global_uid,expected_method,match_features
A_sess_00021_875f7c25,A,B_sess_00022_c5ccbf25,B,global_d569b441458b4308,deterministic,"{""ip_range"": ""10.104.10.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": ""009299d1f45a3854cf151d8dd65a1bbf11acc8bdd253c1da933b07d1fb7ebc3c""}"
A_sess_00023_e819dffd,A,B_sess_00024_9ff4260b,B,global_05d69ed73e2042c2,deterministic,"{""ip_range"": ""10.57.11.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""629ff0daf5c47f4804c1d5a4f1fc03645c6f7b326ed6bf7a1f5ea568e7db6ea8""}"
A_sess_00025_4ada1765,A,B_sess_00026_10345c93,B,global_08fdee3ac8ec4f27,deterministic,"{""ip_range"": ""10.242.12.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""3e8ffa3d7425e8e0c45a601d5e72f8a15dc10ae369ef0335a356818775b2993f""}"
A_sess_00027_58628b1b,A,B_sess_00028_05eb4e05,B,global_d405a67f78de4039,deterministic,"{""ip_range"": ""10.62.13.0/16"", ""device_type"": ""mobile"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""e66f7b11d843f597a344ff1478cd7f37d7fb2c2a60ec71b8baa4461849276b67""}"
A_sess_00029_3dcd1e99,A,B_sess_00030_06ab0b3f,B,global_1bde5f9e11344433,deterministic,"{""ip_range"": ""10.137.14.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""ec88a63f7b2bf2061c06a057b411ffd5456321001ff13e6857620cc22e959b71""}"
A_sess_00031_5ffa4500,A,B_sess_00032_acd8bee8,B,global_0b168fa3fcbc4899,deterministic,"{""ip_range"": ""10.55.15.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": ""f68e7b60a2196571a0440d2e6877ea4e91461db6f6ded32c05b026ead1d6c88d""}"
A_sess_00033_fb929aa7,A,B_sess_00034_4e9dab27,B,global_cd4a8301c7884f4f,deterministic,"{""ip_range"": ""10.252.16.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""4d029d8bd3cf8ad724d326f5df21ca05f4dc264c3b1f54a69cfc478d53ccc4e0""}"
A_sess_00035_74d7aa44,A,B_sess_00036_239af1ee,B,global_2b536c97be844e58,deterministic,"{""ip_range"": ""10.116.17.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""96031a061327effe02f5c29bb8bca8e5d9bbe90e2a55c444b97c1dbb4c6646fb""}"
A_sess_00037_97edfb8a,A,B_sess_00038_83668794,B,global_4da6b5cbf4364931,deterministic,"{""ip_range"": ""10.7.18.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""e91c06942265f9b186c6aaedbdc7de7f32e19388873a3bcc195585a53c76f996""}"
A_sess_00039_aeccc54a,A,B_sess_00040_18264751,B,global_39a6374658174407,deterministic,"{""ip_range"": ""10.8.19.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""79c306ba58e91ca607e8e432b1719eb4db8b43f322bf457a4b282bfa4e01443c""}"
A_sess_00041_5863b029,A,B_sess_00042_81aaaf94,B,global_33eb799774714257,deterministic,"{""ip_range"": ""10.117.20.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""5e67ba98ba6fea057b5c751184fe3b725bcf3bd4248e527cda9c7819683fa17f""}"
A_sess_00043_4326947c,A,B_sess_00044_11b5d586,B,global_6c43cf86de1a4c92,deterministic,"{""ip_range"": ""10.61.21.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""f5c189cdad91f487ddab960cb9d7a21f559bdd88e91cc451495d93d12f7932a9""}"
A_sess_00045_8706806d,A,B_sess_00046_7f1c5d2f,B,global_373c10016ab04dc7,deterministic,"{""ip_range"": ""10.231.22.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""63a053297aab77ab6b21bb987ca157ca53e4f8353361c8c29b4e5981df7fa541""}"
A_sess_00047_7d1f6042,A,B_sess_00048_8881babc,B,global_c7e932379eb2483e,deterministic,"{""ip_range"": ""10.188.23.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""a58674cd127dabfb39cb6bbc4bd355f4b8b1e73561ae95f35b2ac4fcf0c3e2e0""}"
A_sess_00049_4e9dee8e,A,B_sess_00050_f544c828,B,global_b93aa52ceb52496c,deterministic,"{""ip_range"": ""10.235.24.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""7e6a1d63a0d082e452f580d8757f59ec4a2dc50f3ae35d74504dcedc5a74017b""}"
A_sess_00051_81e4a320,A,B_sess_00052_d24e9fc0,B,global_694dddf35c3d41b2,deterministic,"{""ip_range"": ""10.214.25.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""198166928b8514945684948a8e75f737ff8f0285a1576a017fac6dc60d303c48""}"
A_sess_00053_64ef0742,A,B_sess_00054_714e7413,B,global_4a060078f87c4fc0,deterministic,"{""ip_range"": ""10.205.26.0/24"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""c2ca09b14f7cb46ac651b4a8dd41fe1942e02c978318ad8fd2ba0f4770a081ae""}"
A_sess_00055_ae911060,A,B_sess_00056_f1b0356d,B,global_1acd8f3ced8a4275,deterministic,"{""ip_range"": ""10.231.27.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""f96c32dcac958ca0f8bb2034888706b2abd92ad7e6b518169090c5b8c5096b34""}"
A_sess_00057_8a6369f8,A,B_sess_00058_8a3f6403,B,global_e568d117a1af4670,deterministic,"{""ip_range"": ""10.106.28.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""b3818f41c29b1241f74de0e7a6cb8ca03090a7d4b854d3f503434688fd7bf278""}"
A_sess_00059_39dc9d30,A,B_sess_00060_50d1a451,B,global_c999ac70ba5641e4,deterministic,"{""ip_range"": ""10.47.29.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""705b73db26159cc882bf6f4ee24cdc57d11769c2d68068c56a840b2f30a85b3d""}"
A_sess_00061_a7e90f67,A,B_sess_00062_a4fff052,B,global_f2a99d54737a4597,deterministic,"{""ip_range"": ""10.102.30.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""f1d2e483650081aaa48b80390aa13a5fec3a6e8e14e3851d6dc61b821ca90ff1""}"
A_sess_00063_70f19fb4,A,B_sess_00064_8eb49dfd,B,global_f46af5f121924c0b,deterministic,"{""ip_range"": ""10.151.31.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""70d5bee4235984d3a0a9734cb1fc37a559c42dbc73343dbc66e16ac44bc18bef""}"
A_sess_00065_94873e5a,A,B_sess_00066_d14095bb,B,global_b57d4bdc1bc24e6b,deterministic,"{""ip_range"": ""10.222.32.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""bfb917ec6182756e6c6482f69b5696280d40e673c771cb64b20201e6c6791dbe""}"
A_sess_00067_2a67218d,A,B_sess_00068_2e030ee2,B,global_3a570307b08648e4,deterministic,"{""ip_range"": ""10.94.33.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""38e1a721434c3bdefad3f5e28c04ea60a7dd8f3400642e75cf52b0b593f94700""}"
A_sess_00069_55c18d51,A,B_sess_00070_ee23b2ff,B,global_dfb61cce14a0417f,deterministic,"{""ip_range"": ""10.131.34.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""99d7e0b34a8f457b90e7f26533607bd0115b9050c94288e7ccbae3b935b30925""}"
A_sess_00071_76938be4,A,B_sess_00072_c8219888,B,global_4ba14cde40e142c9,deterministic,"{""ip_range"": ""10.137.35.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""b444ca01ce74450ff74d5e362dc0255d178ce41f0ea5b58ee6f9e1c1a223c4cc""}"
A_sess_00073_51e834cd,A,B_sess_00074_3773c1ff,B,global_8b33c3942288432b,deterministic,"{""ip_range"": ""10.36.36.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""1b97513f21836b56a1e95b9d10e406433f3e9fba1ab7a2f14d1c74c37024f1c5""}"
A_sess_00075_b7f381c5,A,B_sess_00076_aab3e7ad,B,global_cf1b6107603c46fa,deterministic,"{""ip_range"": ""10.171.37.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""f8c83e529a8a9c1da5eb448feb58ce0b4d2cc31a4666df2189414f99be47e221""}"
A_sess_00077_4794ff55,A,B_sess_00078_dee45a53,B,global_5b6bf7bc9dfe46bc,deterministic,"{""ip_range"": ""10.52.38.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""3ce9bac5560bb775b2b4d32798525495f2077e6d2894903afef521d4fc0ecf0b""}"
A_sess_00079_d40153cf,A,B_sess_00080_e7139fc6,B,global_b840f5f3729d470e,deterministic,"{""ip_range"": ""10.111.39.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""3ad9a7e32836b567d2c53d1fd0289ca4d51b1845dc011699754dd6780887b244""}"
A_sess_00081_c641cf98,A,B_sess_00082_6f6ff8eb,B,global_ad04e18cd3c84af0,deterministic,"{""ip_range"": ""10.18.40.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""27050456a1aba99d33810c5e1db4ee15eeec11a8f6bb959da624df016ad77439""}"
A_sess_00083_07794b79,A,B_sess_00084_a21c1984,B,global_8444f2dca59b4d25,deterministic,"{""ip_range"": ""10.231.41.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""2bafd01e312df765f3097b74dbcf700060c8a47146d56336a1bd238f3c760b96""}"
A_sess_00085_e69f2bf3,A,B_sess_00086_a9864209,B,global_bbe26a5356614cf2,deterministic,"{""ip_range"": ""10.197.42.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""b969b6a74736e26dd4d724d219cff070180e9a5ba789b347ac77b403d0a768c6""}"
A_sess_00087_89518296,A,B_sess_00088_768f9a62,B,global_460e47de80d64a87,deterministic,"{""ip_range"": ""10.34.43.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""3a1e3871c72b2fa9ef86fff3c9d4ab5e86e8a3868acbb33c2593f04c159abe53""}"
A_sess_00089_bfffc9f5,A,B_sess_00090_93ef7748,B,global_b1214fb2fe32436d,deterministic,"{""ip_range"": ""10.103.44.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""44f9e8727158b8954f97fa1b9bc307e3696f501a47a8e279599ad4a1bb76c48a""}"
A_sess_00091_a2a66d2d,A,B_sess_00092_f40b4191,B,global_69a595cb22fe433c,deterministic,"{""ip_range"": ""10.185.45.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""1ea7471d7e0a80e15421b3308184e5b855b84c2e2d7a898b774f78402a4c8c67""}"
A_sess_00093_868d51ba,A,B_sess_00094_9e15a357,B,global_8d024e1c743e47e2,deterministic,"{""ip_range"": ""10.144.46.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""8383daeede17f9dca7151ea76df66a7c327557a6b03b8d4060e161a813d050fa""}"
A_sess_00095_0e478f79,A,B_sess_00096_10b42987,B,global_86a3fa2a25124785,deterministic,"{""ip_range"": ""10.175.47.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""a8d6db6b29198fecdf5aa9d7d2bf782e6aca0f27431930cb8fc956f21a8ff731""}"
A_sess_00097_a746f66a,A,B_sess_00098_5a78d0fb,B,global_33429ef2aec64cce,deterministic,"{""ip_range"": ""10.228.48.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""379bb834611b6633af5ce9c2c98bfc632f9ef5faae6fb2d00d04a4b488997f36""}"
A_sess_00099_d289d3f6,A,B_sess_00100_152a4abc,B,global_e1665ea54a074ee1,deterministic,"{""ip_range"": ""10.178.49.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""32be21a598c6c28e889b5f4e92d27484643af5f99adae4789168ddb9f4da3636""}"
A_sess_00101_c25c8013,A,B_sess_00102_d1e654b0,B,global_079cf9985d56408b,deterministic,"{""ip_range"": ""10.20.50.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""2e50ac7726a599d14e25d67fd5dffb09582db90e1cfe3f209a22b1d1320ddb28""}"
A_sess_00103_d998c65e,A,B_sess_00104_fec67558,B,global_e3a65ce3d1364aac,deterministic,"{""ip_range"": ""10.46.51.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""e016e5921a4da2a75b3881020dd12b2ad051f0d803dcb5facc5c8a4630acbdc0""}"
A_sess_00105_d325e642,A,B_sess_00106_9208a3d5,B,global_efb433d8ca304242,deterministic,"{""ip_range"": ""10.115.52.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""007cfb27950447d10927acc117952e7bd16c8868b57cd9d2f382aafce0522c11""}"
A_sess_00107_6bf293f2,A,B_sess_00108_3db91f1a,B,global_46c145dcb2544568,deterministic,"{""ip_range"": ""10.218.53.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""05d89f6682a5f98bbcd358d1718802838884ddbbd52d4d1f9a9ecb2394b74104""}"
A_sess_00109_800c833d,A,B_sess_00110_e68a4139,B,global_27aa0f5ed91b47ad,deterministic,"{""ip_range"": ""10.123.54.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""a084273ad103741d5132d0265145973803704f05813a51c6c44c0cc252e238b1""}"
A_sess_00111_c0e2f2d2,A,B_sess_00112_a80ac374,B,global_d947b3c0d4aa42cd,deterministic,"{""ip_range"": ""10.44.55.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""987f63d8af26aabac42b6e99c39a140c4d0aa979523ee68111b49537be56380b""}"
A_sess_00113_54558f13,A,B_sess_00114_8d299f83,B,global_9cf10ad88edc48fb,deterministic,"{""ip_range"": ""10.137.56.0/16"", ""device_type"": ""desktop"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""ee04a39542a6afc0b2927d643422d8f418b04ca26c730ba86fb6bd99a0ab7135""}"
A_sess_00115_7ce66201,A,B_sess_00116_a8d2c0e5,B,global_37eecadef28c47bc,deterministic,"{""ip_range"": ""10.254.57.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""e1a4d662f934eaef5287a38f6b7996b30e44ac4cc2ec220541fa26be9f19010d""}"
A_sess_00117_6e62c4ec,A,B_sess_00118_4ab4c7c7,B,global_bfe40648dd0a4398,deterministic,"{""ip_range"": ""10.70.58.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""5a849df4854398b1b0dc607b91637683cb093bd4c412568482c2769d9acfee07""}"
A_sess_00119_c84722c6,A,B_sess_00120_77377c7d,B,global_db1f49fdbce24f48,deterministic,"{""ip_range"": ""10.92.59.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""a038883a1773f6c3c02e65b02b4f197784f07f7f6868676ea65f9635ad602850""}"
A_sess_00121_5ab3ff52,A,B_sess_00122_5a48424c,B,global_ced7c0c446c44cc1,deterministic,"{""ip_range"": ""10.200.60.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""cd258a879ef7f34f7049c7215b1e37027e5ea22b33cdb97c6336ed132c6a0f31""}"
A_sess_00123_cff346fd,A,B_sess_00124_4d305127,B,global_87274723307b4fdb,deterministic,"{""ip_range"": ""10.84.61.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""28bc5e0d9ece6d5cf65a74a62e3b006a88b35f3bd96628525e8dcbb29a82e8e0""}"
A_sess_00125_e7575e14,A,B_sess_00126_2940e33e,B,global_45eeda4c8066435e,deterministic,"{""ip_range"": ""10.248.62.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""2b628af84f6dc0cd90b91e2e56526dad10576429e800a26ecc4e80247a9cee0f""}"
A_sess_00127_846dea5c,A,B_sess_00128_f455afce,B,global_5bf6fad4824c4139,deterministic,"{""ip_range"": ""10.142.63.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""398285558e1693565b5d2b3776b601c2a234b08f25dcedaeb4a9b945ce87228e""}"
A_sess_00129_a03b8326,A,B_sess_00130_1a8c1d7e,B,global_8b74339d7a034162,deterministic,"{""ip_range"": ""10.143.64.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""b24663de7aa44ee4ec7f2fe207b09b66cab99ac07804ccf655d9d1aef76ac044""}"
A_sess_00131_1c2ec408,A,B_sess_00132_f3e009b0,B,global_99389e1a62f84bd2,deterministic,"{""ip_range"": ""10.147.65.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""fda22e1770842b9868767a0d0d1cb00955de0308bf58f59634780ffd06a8156f""}"
A_sess_00133_c646b309,A,B_sess_00134_3401b5c3,B,global_9d0278b54bae4e6f,deterministic,"{""ip_range"": ""10.35.66.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""4505cb6d09423ff330ae132fdd0504736f847f4d9862b9ec6de91776d2a73da6""}"
A_sess_00135_bc8bc4b4,A,B_sess_00136_26327f0d,B,global_75d9e9e2051c4d5a,deterministic,"{""ip_range"": ""10.141.67.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""88cf7a7d9c3bc53fbff1fc302f4514c51daa32ddf80afb73dbe4d4fce45db735""}"
A_sess_00137_66c087e2,A,B_sess_00138_3539b343,B,global_7379334274b64f5a,deterministic,"{""ip_range"": ""10.20.68.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""accf5b2b19a1f81ae3dbf4ee1f21323df47882be4562a307a72ee21f444d1f1a""}"
A_sess_00139_cde03f13,A,B_sess_00140_41702d20,B,global_9e03afac1f0d41cf,deterministic,"{""ip_range"": ""10.36.69.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""664e931598b39ae78ea98ecd450082ea2ae8baaa156df1d0d8bc4885d2156119""}"
A_sess_00141_c8159842,A,B_sess_00142_a5c81a73,B,global_ef43b4bc25f649d8,deterministic,"{""ip_range"": ""10.109.70.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""910afe1ed15a5a4e738102029a1656b92f9d071d539640af020052d3cadc17fa""}"
A_sess_00143_f7bb20af,A,B_sess_00144_66af5b3c,B,global_5be989d8186244f5,deterministic,"{""ip_range"": ""10.188.71.0/24"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""8f4f850183c4cadee089858f69aacfd9dfcf92e08fee9588c6faa368821d1319""}"
A_sess_00145_7135cbbf,A,B_sess_00146_167b979d,B,global_6dcce2fbcfd64c25,deterministic,"{""ip_range"": ""10.58.72.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""90012ea9603ee941cfcd3e5e801444b5fdcbe256ea77dbe52ea3c7ee4138701e""}"
A_sess_00147_907a575b,A,B_sess_00148_9da15a09,B,global_5e198f828daf4ddb,deterministic,"{""ip_range"": ""10.12.73.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""6c4b962839eb082d7690c7c863fb2b562ee68d75765c9b33fdc21160b45276bc""}"
A_sess_00149_cea8c18c,A,B_sess_00150_9af93a74,B,global_7f1bb18a41b348d0,deterministic,"{""ip_range"": ""10.119.74.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""d15e5b054212479ac4e0d1cd257d83ea48338520aedcb508978055a9c4aaa9f5""}"
A_sess_00151_b8e31489,A,B_sess_00152_f47646bd,B,global_65058314b81d4238,deterministic,"{""ip_range"": ""10.150.75.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""1357dc6b798e44d7c7462b674ee8824b7e4b29a421597b580989675b5b9b1d5d""}"
A_sess_00153_9f72bc5a,A,B_sess_00154_805d97d5,B,global_efe63cc337f4467e,deterministic,"{""ip_range"": ""10.91.76.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""fb65b30f7ae4501cece1ac70d8ba71427cb1a18a48e98fcd808033d8d09954c1""}"
A_sess_00155_5b206d5b,A,B_sess_00156_b8adc2c3,B,global_b5de5d2b6a664ab7,deterministic,"{""ip_range"": ""10.47.77.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""10cea2a5c851f0004de026c20f07b5c643640c049f364bddc49c34159f30203d""}"
A_sess_00157_99107118,A,B_sess_00158_06829a7c,B,global_7b8c5d5e337443a8,deterministic,"{""ip_range"": ""10.246.78.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""0abac745793eb14cc68d3f74fbc4de19e4fd149bf58464ada5cd82d72bd35cc5""}"
A_sess_00159_d5f2c2f0,A,B_sess_00160_7520bb8c,B,global_0078a1fbb4094871,deterministic,"{""ip_range"": ""10.240.79.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""b9123aabfbeb1a6fae473aa9f609f417063586efc5572341d8a062dc8567b275""}"
